time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
26 February 1995,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Denial Ahmetović (born 26 February 1995),0,0,,44930248
2012,CD,YEAR_REGEX_1,TIME,time_reference,In 2012 Ahmetović auditioned for the fifth season of the televised Bosnian singing contest Zvijezda možeš biti ti on Hayat TV.,0,4,== Zvijezda možeš biti ti 5 and Cijeli moj svijet ==,44930248
12 April 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,He became the winner on 12 April 2013.,1,4,== Zvijezda možeš biti ti 5 and Cijeli moj svijet ==,44930248
one week,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,"Only one week after winning the contest, Ahmetović released his first single, ""Nema ljubavi dok je Bosna ne rodi"", on 19 April 2013.",2,4,== Zvijezda možeš biti ti 5 and Cijeli moj svijet ==,44930248
19 April 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Only one week after winning the contest, Ahmetović released his first single, ""Nema ljubavi dok je Bosna ne rodi"", on 19 April 2013.",2,4,== Zvijezda možeš biti ti 5 and Cijeli moj svijet ==,44930248
19 July 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"His second song, ""Cijeli moj svijet"", written by Eldin Huseinbegović, was premiered 19 July 2013.",4,4,== Zvijezda možeš biti ti 5 and Cijeli moj svijet ==,44930248
23 May 2014,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,His debut studio album Cijeli moj svijet was released on 23 May 2014.,5,4,== Zvijezda možeš biti ti 5 and Cijeli moj svijet ==,44930248
31 December 2014,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Ahmetović was involved in a minor car crash on 31 December 2014 on the road to a New Year's Eve concert in Maglaj.,0,6,== Personal life ==,44930248
Year,NNP,TIME_UNIT_REGEX,TIME,time_reference,Ahmetović was involved in a minor car crash on 31 December 2014 on the road to a New Year's Eve concert in Maglaj.,0,6,== Personal life ==,44930248
2014,CD,YEAR_REGEX_1,TIME,time_reference,Cijeli moj svijet (2014),0,8,== Discography ==,44930248
