time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
14 June 1961,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Dušan ""Koja"" Kojić (Serbian Cyrillic: Душан Којић Која; born 14 June 1961) is a Serbian rock bassist, singer, and songwriter.",0,0,,21662766
1981,CD,YEAR_REGEX_1,TIME,time_reference,"""Mali čovek"" / ""Ona se budi"" (1981)",0,4,== Discography == | ==== Singles ====,21662766
1981,CD,YEAR_REGEX_1,TIME,time_reference,Bistriji ili tuplji čovek biva kad... (1981),0,6,== Discography == | ==== Studio albums ====,21662766
1980,CD,YEAR_REGEX_1,TIME,time_reference,Paket aranžman (1980) - with Električni orgazam and Idoli,0,8,== Discography == | ==== Compilation albums ====,21662766
1981,CD,YEAR_REGEX_1,TIME,time_reference,(1981),1,10,== Discography == | ==== Other appearances ====,21662766
1991,CD,YEAR_REGEX_1,TIME,time_reference,Prijateljstvo zanat najstariji (1991) - EP,0,13,== Discography == | === Solo works ===,21662766
1989,CD,YEAR_REGEX_1,TIME,time_reference,Kako je propao rokenrol (1989) - with Vlada Divljan and Srđan Gojković,0,14,== Discography == | === Solo works ===,21662766
2001,CD,YEAR_REGEX_1,TIME,time_reference,(2001),1,15,== Discography == | === Solo works ===,21662766
2002,CD,YEAR_REGEX_1,TIME,time_reference,Milanu Mladenoviću) (2002) -,2,16,== Discography == | === Solo works ===,21662766
1960-2006,CD,YEAR_REGEX_1,TIME,time_reference,"EX YU ROCK enciklopedija 1960-2006,  Janjatović Petar;  ISBN 978-86-905317-1-4",0,18,== References ==,21662766
