time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"September 22 , 1896 – February 18 , 1956","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Dan Sane (possibly September 22, 1896 – February 18, 1956) was an American Memphis blues and country blues guitarist and songwriter.",0,0,,29385675
"September 22 , 1896","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"There is uncertainty over his date of birth; most sources state September 22, 1896, but the researchers Bob Eagle and Eric LeBlanc suggest October 23, 1892, or perhaps 1890.",1,2,== Biography ==,29385675
"October 23 , 1892","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"There is uncertainty over his date of birth; most sources state September 22, 1896, but the researchers Bob Eagle and Eric LeBlanc suggest October 23, 1892, or perhaps 1890.",1,2,== Biography ==,29385675
1890,CD,YEAR_REGEX_1,TIME,time_reference,"There is uncertainty over his date of birth; most sources state September 22, 1896, but the researchers Bob Eagle and Eric LeBlanc suggest October 23, 1892, or perhaps 1890.",1,2,== Biography ==,29385675
1904,CD,YEAR_REGEX_1,TIME,time_reference,"Some sources cite 1904 as his birth year and Michigan [sic], Mississippi, as his birthplace.",2,2,== Biography ==,29385675
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"Some sources cite 1904 as his birth year and Michigan [sic], Mississippi, as his birthplace.",2,2,== Biography ==,29385675
weekends,NNS,TIME_UNIT_REGEX,TIME,time_reference,Sane and Stokes busked together around Beale Street in Memphis on weekends.,1,3,== Biography ==,29385675
the 1920s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"During the 1920s the pair performed as a duo, billed as the Beale Street Sheiks, and played in white venues, including country clubs, parties and dances, as members of Jack Kelly's Jug Busters.",2,3,== Biography ==,29385675
August 1927,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Their first recording was made for Paramount Records in August 1927, as the Beale Street Sheiks.",3,3,== Biography ==,29385675
1928,CD,YEAR_REGEX_1,TIME,time_reference,and Stokes moved to Victor Records in 1928.,6,3,== Biography ==,29385675
1929,CD,YEAR_REGEX_1,TIME,time_reference,"In 1929, Stokes and Sane recorded again for Paramount, resuming their billing as the Beale Street Sheiks for a few cuts.",0,4,== Biography ==,29385675
These 1929,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"These 1929 sides were their last together, although they continued an intermittent performing partnership until Sane's retirement from music in 1952.",1,4,== Biography ==,29385675
1952,CD,YEAR_REGEX_1,TIME,time_reference,"These 1929 sides were their last together, although they continued an intermittent performing partnership until Sane's retirement from music in 1952.",1,4,== Biography ==,29385675
1933,CD,YEAR_REGEX_1,TIME,time_reference,"In 1933, Sane recorded with the singer and guitarist Jack Kelly (1905–1953) and the fiddler Will Batts (1904–1956), as the South Memphis Jug Band.",2,4,== Biography ==,29385675
1905–1953,CD,YEAR_REGEX_1,TIME,time_reference,"In 1933, Sane recorded with the singer and guitarist Jack Kelly (1905–1953) and the fiddler Will Batts (1904–1956), as the South Memphis Jug Band.",2,4,== Biography ==,29385675
1904–1956,CD,YEAR_REGEX_1,TIME,time_reference,"In 1933, Sane recorded with the singer and guitarist Jack Kelly (1905–1953) and the fiddler Will Batts (1904–1956), as the South Memphis Jug Band.",2,4,== Biography ==,29385675
February 1956,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"According to most sources, Sane died in Memphis in February 1956, aged 59, but Eagle and LeBlanc state that he died in Osceola, Arkansas, on June 27, 1965.",3,4,== Biography ==,29385675
"June 27 , 1965","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"According to most sources, Sane died in Memphis in February 1956, aged 59, but Eagle and LeBlanc state that he died in Osceola, Arkansas, on June 27, 1965.",3,4,== Biography ==,29385675
2005,CD,YEAR_REGEX_1,TIME,time_reference,"Sane's recordings as a guitarist are available on numerous compilation albums, including The Best of Frank Stokes (Yazoo Records, 2005).",5,4,== Biography ==,29385675
