types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/WikicatIntelMicroprocessors,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/WikicatIntelX86Microprocessors,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/WikicatMicroprocessors,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/Chip103020034,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/Conductor103088707,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/Microprocessor103760310,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/SemiconductorDevice104171831,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Xeon,Xeon,935,48,1.0,0.0,0,19,== Gear == | === Home studio ===
