types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanFemaleSingers,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatMGMRecordsArtists,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Betty_Madigan,Betty Madigan,13,0,0.9999999999999716,0.0,0,56,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tommy_Reynolds_(musician),Tommy Reynolds,8,0,0.9999959550691482,0.0,0,68,== Discography == | === As sideman ===
