types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAirSports,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/ontology/GolfCourse,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Aviation108433727,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Collection107951464,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Sport100523513,http://dbpedia.org/resource/Flight_training,flying school,906,61,0.5189518940992529,0.4680800879256269,8,16,== Marriage and early years == | === Military career ===
