types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/WikicatAbbreviations,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/WikicatHistoricalEras,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/WikicatCalendarEras,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/WikicatCalendars,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Abbreviation107091587,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Arrangement105726596,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Calendar115173479,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Duration115133621,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Era115248564,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Form106290637,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/Structure105726345,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/TimeScale115134691,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
http://dbpedia.org/class/yago/WikicatTimeScales,http://dbpedia.org/resource/Common_Era,AD,8833,63,0.6698187794403228,0.4929061078600609,5,12,== Life == | === Reputed travels ===
