types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
http://dbpedia.org/class/yago/House107971449,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
http://dbpedia.org/class/yago/Kin107969695,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
http://dbpedia.org/class/yago/Lineage108101937,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
http://dbpedia.org/class/yago/Family107970721,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
http://dbpedia.org/class/yago/Genealogy108102402,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
http://dbpedia.org/class/yago/Royalty108153437,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
http://dbpedia.org/class/yago/WikicatEuropeanRoyalFamilies,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
http://dbpedia.org/class/yago/WikicatFamilyTrees,http://dbpedia.org/resource/Capetian_House_of_Anjou,Angevins,861,252,0.9992165961745586,0.000671558432921395,8,17,== Reign == | === Angevin suzerainty ===
