types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Tobias_Schiegl,Tobias,19,45,0.5414534436877705,0.807595488801229,1,14,== Biography and career as musician == | === Solo work ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Tobias_Schiegl,Tobias,19,45,0.5414534436877705,0.807595488801229,1,14,== Biography and career as musician == | === Solo work ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Tobias_Schiegl,Tobias,19,45,0.5414534436877705,0.807595488801229,1,14,== Biography and career as musician == | === Solo work ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Tobias_Schiegl,Tobias,19,45,0.5414534436877705,0.807595488801229,1,14,== Biography and career as musician == | === Solo work ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Tobias_Schiegl,Tobias,19,45,0.5414534436877705,0.807595488801229,1,14,== Biography and career as musician == | === Solo work ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Tobias_Schiegl,Tobias,19,45,0.5414534436877705,0.807595488801229,1,14,== Biography and career as musician == | === Solo work ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Tobias_Schiegl,Tobias,19,45,0.5414534436877705,0.807595488801229,1,14,== Biography and career as musician == | === Solo work ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Tobias_Schiegl,Tobias,19,45,0.5414534436877705,0.807595488801229,1,14,== Biography and career as musician == | === Solo work ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Tobias_Schiegl,Tobias,19,45,0.5414534436877705,0.807595488801229,1,14,== Biography and career as musician == | === Solo work ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Tobias_Schiegl,Tobias,19,45,0.5414534436877705,0.807595488801229,1,14,== Biography and career as musician == | === Solo work ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Tobias_Schiegl,Tobias,19,45,0.5414534436877705,0.807595488801229,1,14,== Biography and career as musician == | === Solo work ===
